100,43,custom,scan,RESULT:nfaults:1068:nreads:968:nwrites:0
100,53,custom,scan,RESULT:nfaults:974:nreads:874:nwrites:0
100,63,custom,scan,RESULT:nfaults:838:nreads:738:nwrites:0
100,73,custom,scan,RESULT:nfaults:691:nreads:591:nwrites:0
100,83,custom,scan,RESULT:nfaults:528:nreads:428:nwrites:0
100,93,custom,scan,RESULT:nfaults:334:nreads:234:nwrites:0
100,3,rand,sort,RESULT:nfaults:1687:nreads:1063:nwrites:0
100,13,rand,sort,RESULT:nfaults:1038:nreads:628:nwrites:0
100,23,rand,sort,RESULT:nfaults:932:nreads:560:nwrites:0
100,33,rand,sort,RESULT:nfaults:800:nreads:471:nwrites:0
100,43,rand,sort,RESULT:nfaults:758:nreads:437:nwrites:0
100,53,rand,sort,RESULT:nfaults:866:nreads:509:nwrites:0
100,63,rand,sort,RESULT:nfaults:757:nreads:433:nwrites:0
100,73,rand,sort,RESULT:nfaults:564:nreads:321:nwrites:0
100,83,rand,sort,RESULT:nfaults:426:nreads:233:nwrites:0
100,93,rand,sort,RESULT:nfaults:319:nreads:167:nwrites:0
100,3,filo,sort,RESULT:nfaults:6:nreads:3:nwrites:0
100,13,filo,sort,100,23,filo,sort,RESULT:nfa
100,33,filo,sort,100,43,filo,sort,100,53,filo,sort,100,63,filo,sort,RESULT:nfa
100,73,filo,sort,RESULT:nfa
100,83,filo,sort,RESULT:nfa
100,93,filo,sort,RESULT:nfa
100,3,custom,sort,RESULT:nfaults:1687:nreads:1063:nwrites:0
100,13,custom,sort,RESULT:nfaults:1038:nreads:628:nwrites:0
100,23,custom,sort,RESULT:nfaults:932:nreads:560:nwrites:0
100,33,custom,sort,RESULT:nfaults:800:nreads:471:nwrites:0
100,43,custom,sort,RESULT:nfaults:758:nreads:437:nwrites:0
100,53,custom,sort,RESULT:nfaults:866:nreads:509:nwrites:0
100,63,custom,sort,RESULT:nfaults:757:nreads:433:nwrites:0
100,73,custom,sort,RESULT:nfaults:564:nreads:321:nwrites:0
100,83,custom,sort,RESULT:nfaults:426:nreads:233:nwrites:0
100,93,custom,sort,RESULT:nfaults:319:nreads:167:nwrites:0
